Date,fgroup,ratio,lower,upper
2022-11-01,Grazer,0.41497028208984216,0.3164086637401514,0.5442339441095126
2022-11-10,Grazer,0.41597334443849737,0.3176293214840363,0.544766529975556
2022-11-19,Grazer,0.416978831380235,0.31884665756182806,0.5453133714770423
2022-11-28,Grazer,0.417986748775759,0.32006046997634297,0.5458747285006587
2022-12-07,Grazer,0.41899710249993966,0.32127055444457625,0.5464508635310719
2022-12-16,Grazer,0.42000989844184855,0.3224767045313253,0.5470420415189886
2022-12-25,Grazer,0.4210251425047918,0.32367871179263863,0.5476485297393959
2023-01-03,Grazer,0.42204284060634484,0.32487636592919433,0.5482705976398827
2023-01-12,Grazer,0.42306299867838765,0.3260694549496798,0.5489085166789713
2023-01-21,Grazer,0.42408562266713795,0.32725776534419704,0.5495625601544284
2023-01-31,Grazer,0.4251107185331869,0.32844108226768115,0.5502330030215753
2023-02-09,Grazer,0.42613829225153366,0.32961918973326626,0.5509201217016597
2023-02-18,Grazer,0.42716834981162016,0.33079187081548794,0.5516241938803992
2023-02-27,Grazer,0.4282008972173654,0.33195890786315274,0.5523454982968665
2023-03-08,Grazer,0.4292359404872019,0.3331200827216583,0.5530843145229378
2023-03-17,Grazer,0.43027348565410883,0.3342751769644773,0.5538409227335793
2023-03-26,Grazer,0.4313135387656491,0.3354239721334727,0.5546156034683206
2023-04-04,Grazer,0.4323561058840037,0.33656624998763734,0.5554086373843072
2023-04-13,Grazer,0.43340119308600616,0.33770179275979534,0.5562203050014021
2023-04-23,Grazer,0.43444880646317985,0.33883038342073896,0.5570508864398636
2023-05-02,Grazer,0.43549895212177214,0.3399518059502063,0.5579006611511913
2023-05-11,Grazer,0.4365516361827906,0.341065845614045,0.55876990764279455
2023-05-20,Grazer,0.4376068647820376,0.34217228924684384,0.5596589031972024
2023-05-29,Grazer,0.4386646440701481,0.34327092553925376,0.5605679235865995
2023-06-07,Grazer,0.43972498021262346,0.3443615453291559,0.5614972427835169
2023-06-16,Grazer,0.4407878793898687,0.3454439418957864,0.5624471326685824
2023-06-25,Grazer,0.4418533477972276,0.34651791125586767,0.5634178627362711
2023-07-04,Grazer,0.4429213916450203,0.34758325246075134,0.5644096997996583
2023-07-14,Grazer,0.4439920171585768,0.3486397678935331,0.5654229076952023
2023-07-23,Grazer,0.4450652305782762,0.34968726356506585,0.566457746988652
2023-08-01,Grazer,0.4461410381595816,0.3507255494077577,0.5675144746831685
2023-08-10,Grazer,0.44721944617307646,0.35175443956602603,0.5685933439308056
2023-08-19,Grazer,0.4483004609045013,0.3527737526822563,0.569694603748497
2023-08-28,Grazer,0.4493840886547912,0.35378331217710646,0.5708184987397075
2023-09-06,Grazer,0.4504703357401109,0.3547829465229939,0.5719652688229099
2023-09-15,Grazer,0.45155920849189335,0.35577248950961593,0.5731351489680429
2023-09-24,Grazer,0.452650713256875,0.3567517805003632,0.5743283689420833
